,State,County,Number of Farms,Land in Farms,Average Size of Farms,Farm Size 1-9 acres,Farm Size 10-49 acres,Farm Size 50-179 acres,Farm Size 180-499,Farm Size 500-999,Farm Size 1000+,Pastureland,Broilers and other meat-type chickens,Cattle and calves,Hogs and pigs,Sheep and lambs,Pastureland Acres,Chicken CH4 per Acre (Kg/Year),Cow CH4 per Acre (Kg/Year),Sheep CH4 per Acre (Kg/Year),Pig CH4 per Acre (Kg/Year),Chicken CO2 per Acre (Kg/Year),Cow CO2 per Acre (Kg/Year),Sheep CO2 per Acre (Kg/Year),Pig CO2 per Acre (Kg/Year),Chicken N2O per Acre (Kg/Year),Cow N2O per Acre (Kg/Year),Sheep N2O per Acre (Kg/Year),Pig N2O per Acre (Kg/Year)
120,Indiana,Porter County,445,122523,275,61,153,93,58,49,31,2,254,4222,6462,136,2450.46,0.010365400781894012,119.74445614292827,0.027749891857039088,31.64467079650351,1.0025415636247887,35148.01302612571,33.299870228446906,1679.8046081143946,0.0015133485141565258,301.8594059890796,3.2411873689021653,798.8960848167283
122,Kentucky,Washington County,1102,161449,147,75,301,452,220,48,6,37,845,43374,121,1361,59736.13,0.001414554307418308,50.46347997434719,0.01139176575382436,0.024306897684868437,0.13681569261349874,14812.302035635721,13.670118904589232,1.2902911521050997,0.00020652492888307297,127.21153512957736,1.3305582400466853,0.6136478878025744
124,Kentucky,Spencer County,606,74197,122,61,238,193,94,14,6,28,145,13243,73,277,20775.16,0.0006979488966631303,44.30235435009887,0.006666615323299556,0.04216574023978636,0.06750561728525797,13003.856528662114,7.999938387959467,2.238298044395326,0.00010190053891281704,111.68017959909814,0.778660669761388,1.0645092504702731
126,Iowa,Black Hawk County,968,292163,302,154,255,222,177,74,86,2,353,16770,249700,986,5843.26,0.00604114826312709,199.46314215010113,0.08437071087030185,512.7959392530881,0.5842998600096521,58547.45467427429,101.24485304436222,27220.91777535143,0.0008820076464165551,502.81931661435567,9.854499029651254,12945.960816393588
128,Louisiana,St. Helena Parish,348,36920,106,38,119,143,35,9,4,34,372,9515,58,36,12552.8,0.002963482250971895,52.68087597986107,0.00143394302466382,0.05544579695366771,0.2866280033140017,15463.163596966415,1.7207316295965842,2.943247721623861,0.0004326684086418967,132.80128736218214,0.1674845452807342,1.399775348926136
129,Iowa,Appanoose County,675,179274,266,45,197,206,134,50,43,24,13392,29419,778,545,43025.76,0.031125539676696005,47.52084565153526,0.00633341514478768,0.21698628914399187,3.0104621975300376,13948.564766781574,7.6000981737452165,11.518355515393568,0.004544328792797617,119.79355623235939,0.7397428889112011,5.477999691347695
132,Iowa,Sioux County,1724,483501,280,298,315,337,498,191,85,2,1123610,418058,1259133,18334,9670.02,11.61952095238686,3004.65055915086,0.9479814933164564,1562.519622503366,1123.8400665148572,881940.595779533,1137.5777919797476,82943.74996122034,1.696450059048482,7574.31335198893,110.72423841936211,39447.10996978289
133,Iowa,Taylor County,667,288530,433,44,102,188,183,70,80,13,330000,33922,75099,626,37508.9,0.8797911962227631,62.85385601817168,0.00834468619447651,24.02597783459392,85.09340449866565,18449.189392384207,10.013623433371812,1275.3789900530273,0.12844951464852342,158.44597948753494,0.9746593475148565,606.555832082519
134,Maryland,Howard County,321,32436,101,131,103,49,26,7,5,14,3020,2567,377,969,4541.04,0.06650458925708648,39.28758610362384,0.10669362084456424,0.996247555626024,6.432323872945404,11531.895777178795,128.03234501347708,52.88414107781477,0.009709670031534626,99.03863432165318,12.461814914645103,25.151099748075328
135,Maryland,Prince George's County,367,34399,94,106,158,70,22,3,8,9,4195,3345,355,390,3095.91,0.13550135501355015,75.09181468453541,0.06298632712191246,1.3760089925094723,13.10569105691057,22041.33841100032,75.58359254629495,73.04314401904449,0.019783197831978322,189.29620047094394,7.356803007839376,34.73849369006204
136,Kentucky,Meade County,781,141054,181,76,325,211,96,47,26,21,566474,21399,69,856,29621.34,1.91238478745391,50.2080763395579,0.014449042480860083,0.027952820500355486,184.96585664254218,14737.33463779829,17.3388509770321,1.4838288882272037,0.2792081789682708,126.5676974775618,1.6876481617644576,0.7056922475485579
138,Indiana,Franklin County,704,133021,189,48,195,251,152,40,18,8,741,12184,15180,502,10641.68,0.006963186263823006,79.57277422361882,0.023586501379481435,17.117597973252344,0.6734793754369611,23356.612865637755,28.303801655377722,908.6591590801452,0.001016625194518159,200.59208696371246,2.7549033611234317,432.14802549973314
139,Indiana,Grant County,494,190076,385,61,139,103,83,44,64,1,50,3562,39110,182,1900.76,0.0026305267366737517,130.24211368084346,0.04787558660746228,246.911761611145,0.25442454597108527,38229.339843010166,57.45070392895473,13106.899345524947,0.00038405690355436774,328.3225657105579,5.591868515751595,6233.4931816746985
142,Indiana,Jennings County,510,128109,251,42,194,171,53,23,27,5,3250,6563,8521,381,6405.45,0.05073804338493002,71.20943883724017,0.029740299276397444,15.963281268294969,4.907383556190432,20901.763342153947,35.68835913167693,847.3841806586579,0.007407754334199784,179.50926164438093,3.4736669554832216,403.0063383524967
144,Kentucky,Mason County,680,132113,194,49,172,269,141,31,18,30,82,26412,163,1279,39633.9,0.0002068935936155665,46.314745710111794,0.016135177209409116,0.049351691355127805,0.02001074837449759,13594.5440645508,19.36221265129094,2.6197522827680344,3.0206464667872703e-05,116.75314314261277,1.884588698058985,1.245924574669664
145,Kentucky,Morgan County,657,106529,162,43,129,321,121,29,14,20,535,9105,40,163,21305.8,0.0025110533282017102,29.700715298181716,0.0038252494625876524,0.022529076589473288,0.2428690779036694,8717.907799754057,4.5902993551051825,1.1959184822912072,0.0003666137859174498,74.8714434567113,0.44678913723023783,0.5687653127317444
151,Iowa,Tama County,1072,406984,380,84,207,282,234,158,107,5,212,41242,97992,1243,20349.2,0.001041809997444617,140.85659387101214,0.0305417411986712,57.78625203939221,0.10076386295284336,41344.9570499086,36.65008943840544,3067.4868790910696,0.00015210425962691412,355.0802193698032,3.567275372004796,1458.862087944489
153,Kansas,Dickinson County,919,519171,565,55,147,285,164,101,167,24,361,78274,1731,1327,124601.04,0.0002897247085578098,43.65969176501256,0.005324995682219025,0.1667080788410755,0.028022173811711366,12815.218877787858,6.38999481866283,8.849420518480423,4.229980744944024e-05,110.06011506806043,0.6219594956831822,4.208684373741985
154,Kansas,Finney County,450,790500,1757,10,41,80,85,46,188,12,32,236618,171,472,94860.0,3.3733923676997685e-05,173.3602255956146,0.002487876871178579,0.021631878557874764,0.0032627450980392157,50885.591397849465,2.9854522454142947,1.148292220113852,4.925152856841662e-06,437.01743200506013,0.290584018553658,0.5461148007590133
157,Iowa,Benton County,1148,420639,366,132,250,231,243,157,135,3,781,36319,254733,1640,12619.17,0.00618899658218409,200.0266657791281,0.06498050188720811,242.2343149351344,0.5985997494288452,58712.8630488376,77.97660226464974,12858.604884473385,0.0009035935009988772,504.2398826547229,7.589722620425906,6115.40714246658
158,Iowa,Allamakee County,997,291726,293,50,216,285,267,119,60,11,1090,68133,83436,3180,32089.86,0.0033967116092123804,147.56198687061894,0.049548362005942065,31.200884017568164,0.32852994684302145,43313.15873612412,59.45803440713048,1656.2469265992436,0.0004959198949450077,371.98359855730126,5.787248682294033,787.6923177601896
160,Kentucky,Taylor County,803,111756,139,72,308,248,135,25,15,18,419640,22598,67,751,20116.08,2.0860923201737114,78.07490326147042,0.018666658712830728,0.03996802557953637,201.7668492072014,22916.95002207189,22.399990455396875,2.1216360245137222,0.30456947874536194,196.816159013088,2.180265737658629,1.0090261124433786
162,Kentucky,Rockcastle County,681,80706,119,50,207,310,92,16,6,25,414,13688,235,71,20176.5,0.002051892052635492,47.14970386340545,0.0017594726538299507,0.13976656010705524,0.19845899933090477,13839.62530666865,2.1113671845959407,7.419274899016182,0.0002995762396847818,118.85795851609547,0.2055064059673382,3.528523282036032
164,Kansas,Miami County,1400,295774,211,38,601,426,173,90,72,29,268,40025,584,447,85774.46,0.0003124473182343555,32.430836638318674,0.002605670732290241,0.08170264202187924,0.030219904619626866,9519.267157146776,3.126804878748289,4.337048580661422,4.561730846221591e-05,81.7537061731429,0.30434234153150014,2.062651283377359
165,Indiana,Pulaski County,547,231880,424,42,182,119,72,56,76,1,274,5600,32894,573,2318.8,0.01181645678799379,167.84543729515266,0.1235552872175263,170.22942901500775,1.1428877005347593,49266.862170087974,148.26634466103155,9036.34552354666,0.0017252026910470931,423.11540451957904,14.431257547007073,4297.583793341383
167,Indiana,Owen County,649,111931,172,53,243,209,94,26,24,8,221,7300,440,809,8954.48,0.0024680383450518626,56.65878979013857,0.045172919030474136,0.5896489801752866,0.2387086687334161,16630.781463580242,54.20750283656896,31.300533364304798,0.00036033359837757195,142.82906433427738,5.276196942759379,14.886179878675255
168,Kentucky,Boone County,721,78754,109,67,326,230,66,25,7,21,192,8250,56,811,16538.34,0.001160938764108127,34.6694408265884,0.02451878483572112,0.040632856743784446,0.11228599726453804,10176.353854135301,29.422541802865343,2.156927478815891,0.00016949705955978655,87.39692133551493,2.863794068812226,1.0258103292107912
169,Kentucky,Adair County,1154,172062,149,69,282,516,250,24,13,24,1213500,42162,112,604,41294.88,2.938620962211296,70.9593780149016,0.007313255299446324,0.03254640769025119,284.2234194650766,20828.364194302056,8.77590635933559,1.7276718082241673,0.4290386604828493,178.87889249224116,0.8541882189753306,0.8216611841467997
170,Kentucky,Bullitt County,486,44420,91,74,210,138,54,5,5,26,267,6288,230,152,11549.2,0.0023118484397187684,37.839504034911506,0.0065805423752294525,0.23897759152149065,0.22360198108959925,11106.847227513594,7.896650850275344,12.685727149932463,0.0003375298721989402,95.38821736570496,0.7686073494268,6.033188445952965
172,Louisiana,Iberia Parish,334,114812,344,99,115,45,25,16,34,8,150,3693,20,582,9184.96,0.00163310455353099,27.943888705013414,0.031682228338501206,0.02612967285649584,0.15795387241751735,8202.234958018327,38.018674006201444,1.3870501341323207,0.00023843326481552452,70.44272375709856,3.700484269936941,0.6596653659896178
173,Louisiana,Rapides Parish,856,203234,237,133,304,241,97,28,53,18,510,25210,219,533,36582.12,0.0013941236866534799,47.89484589739468,0.007284979656728478,0.07183837350049696,0.13483964297312456,14058.34325621369,8.741975588074173,3.8134203266513804,0.00020354205825140806,120.73635972983523,0.8508856239058862,1.8136196043312958
175,Louisiana,Webster Parish,431,58058,135,26,155,156,77,9,8,37,219066,7628,93,217,21481.46,1.0197910197910198,24.67923502406261,0.005050867119832637,0.05195177608970713,98.63418743418744,7243.976899149313,6.061040543799165,2.7577734474286197,0.1488894888894889,62.21297807504705,0.589941279596452,1.3115658805313977
178,Indiana,Lawrence County,840,147306,175,72,284,293,127,39,25,16,382,13597,100,1092,23568.96,0.0016207758000353009,40.094747498404686,0.023166062482179953,0.05091442303775814,0.15676143537941428,11768.817970754755,27.799274978615944,2.7027072895876607,0.00023663326680515393,101.07337786648202,2.7057960979186184,1.285377038274069
179,Maine,Cumberland County,668,50021,75,221,225,154,54,10,4,8,2361,3690,259,2678,4001.68,0.0590002199076388,64.08683352991744,0.3346094640251095,0.7766737970052578,5.706501269466824,18811.099338277923,401.53135683013136,41.22843405769577,0.008614032106515264,161.55414725815157,39.082385398132786,19.607777233561904
180,Maine,Kennebec County,642,82132,128,111,206,214,84,19,8,6,2041,14587,305,659,4927.92,0.041417068458903555,205.7250320622088,0.06686391012841117,0.7427068621243851,4.005858861345152,60385.47703696488,80.2366921540934,39.42535593110278,0.006046891994999919,518.6046851409925,7.809704702998425,18.750253656715202
181,Indiana,LaGrange County,2144,195370,91,430,899,693,58,27,37,10,1232615,58828,30423,2576,19537.0,6.309131391718278,209.27194553923326,0.06592619132927266,18.68638992680555,610.2191882069918,61426.585453242566,79.11142959512719,991.9358652812612,0.9211331831908686,527.5459691866714,7.700179147259048,471.75348569381174
183,Indiana,Knox County,496,311216,627,46,103,120,79,50,98,1,300,3332,38636,221,3112.16,0.009639607218137886,74.40941339776876,0.03550588658680788,148.97434579199015,0.9323428101382962,21841.036450568095,42.60706390416945,7908.054855791476,0.0014073826538481312,187.5759601048789,4.14708755333916,3760.981504806951
184,Maine,Lincoln County,309,25469,82,62,103,99,42,2,1,9,1713,968,285,1193,2292.21,0.07473137277998089,29.349841419416197,0.2602292111106749,1.4920098943814049,7.228018375279751,8614.917481382596,312.2750533328098,79.20085856007957,0.010910780425877212,73.98693836952111,30.39477185772682,37.66703312523722
185,Maine,Androscoggin County,496,55613,112,185,106,116,60,24,5,7,1242,6853,663,881,3892.91,0.03190415396194621,122.34639382878105,0.11315442689402015,2.043715369736264,3.085769771199437,35911.74725334005,135.7853122728242,108.48722421016669,0.004658006478444146,308.4185352345675,13.216437061221555,51.59529760513343
187,Kansas,Jefferson County,1012,255404,252,46,289,388,182,45,62,28,825,39069,223,1292,71513.12,0.001153634465955338,37.969193624890096,0.009033307454632102,0.03741970704116951,0.1115795255472003,11144.914387737523,10.839968945558523,1.9863627821020815,0.00016843063202947936,95.71514709468697,1.0550903107010294,0.9446916873435254
189,Louisiana,Terrebonne Parish,213,78783,370,48,71,39,18,19,18,10,27,5719,9,132,7878.3,0.00034271352956856177,50.451302946067045,0.008377441833898176,0.01370854118274247,0.03314725257987129,14808.72777121968,10.05293020067781,0.7276950611172461,5.0036175317010014e-05,127.180838505769,0.978485206199307,0.34608354594265256
191,Louisiana,Lafayette Parish,549,49652,90,127,276,112,18,0,16,21,104,5826,70,780,10426.92,0.0009974182212964136,38.83284805100643,0.03740318329861551,0.0805607024893257,0.09647029036378912,11398.418708496853,44.883819958338606,4.276430623808373,0.0001456230603092764,97.89230184944356,4.368691809278292,2.033822068261768
193,Kentucky,Anderson County,774,81868,106,61,293,288,110,17,5,36,183,15868,51,401,29472.48,0.0006209182260875231,37.4188395411584,0.006802956520794993,0.020765134118336834,0.06005521082718523,10983.37160632563,8.16354782495399,1.1022825361150468,9.065406100877837e-05,94.3277796778554,0.7945853216288551,0.5242331150958454
194,Kentucky,Bath County,728,127159,175,43,176,277,185,37,10,38,296,30373,162,477,48320.42,0.0006125774569012438,43.68595099132003,0.0049358014686130625,0.040231438385676284,0.05924849163148831,12822.92662191264,5.922961762335675,2.135618854306316,8.943630870758162e-05,110.12631098819091,0.5765016115340058,1.0156761882450525
195,Kentucky,Carlisle County,273,88015,322,21,89,95,31,18,19,5,729480,4027,23620,577,4400.75,16.576265409305233,63.597454979264896,0.06555700732829631,64.40720331761632,1603.256390388002,18667.45441117991,78.66840879395558,3418.949042776799,2.420134749758564,160.3204908254275,7.65705845594501,1626.0135204226551
196,Indiana,Parke County,597,180752,303,58,163,224,70,30,52,4,382,9079,228,474,7230.08,0.005283482340444366,87.27296240152253,0.03277972027972028,0.37841904930512527,0.511018411967779,25616.811985482873,39.33566433566433,20.087744533947067,0.0007713884217048774,220.00320881649998,3.828671328671329,9.55350424891564
202,Kansas,Montgomery County,1006,365696,364,74,209,373,202,74,74,36,174,40756,58776,603,131650.56,0.0001321680667366702,21.51560920059892,0.002290153570178509,5.357455372768639,0.01278329541477074,6315.373060319683,2.7481842842142106,284.39158937113524,1.9296537743553848e-05,54.23790981215728,0.26748993699684986,135.25342543168824
203,Kansas,Nemaha County,809,400274,495,40,96,205,208,155,105,22,155,58596,239097,474,88060.28,0.00017601579281828313,46.24584432391085,0.0026913382514795548,32.581817818430736,0.017024247481384345,13574.319772773832,3.2296059017754657,1729.5514958616984,2.569830575146934e-05,116.57945216617526,0.31434830777281203,822.5551423411326
204,Iowa,Cass County,643,284752,443,63,118,155,125,90,92,9,420150,41754,35525,1663,25627.68,1.6394382948437003,113.2331525912607,0.032445387175116906,16.634357850574066,158.56647187728268,33236.78148002472,38.93446461014029,883.0071625679734,0.23935799104718025,285.44529976962406,3.7896212220536545,419.94822590261776
205,Louisiana,St. Landry Parish,1200,267399,223,179,465,312,127,39,78,16,1655,27031,152,1174,42783.84,0.0038682829778720193,43.910375973732144,0.013720133583147283,0.04263291934524811,0.3741403296197817,12888.801005239362,16.46416029977674,2.263097468576921,0.0005647693147693149,110.69205569205569,1.6025116025116029,1.0763035763035764
206,Iowa,Adair County,738,334850,454,62,102,194,169,104,107,14,360,47356,52615,1267,46879.0,0.0007679344695919281,70.20717165468547,0.013513513513513514,13.468290705859767,0.07427462189893129,20607.572687130698,16.216216216216218,714.9417649693892,0.00011211843256042151,176.98268307771067,1.5783783783783785,340.018222445018
207,Iowa,Boone County,967,315061,326,161,264,236,128,79,99,3,402,14378,144977,966,9451.83,0.004253144629135311,105.72248971892216,0.05110121532020783,184.06213399944772,0.41136414852996717,31032.212809582907,61.3214583842494,9770.63161313735,0.0006209591158537553,266.5119453058296,5.9686219494002755,4646.801957927724
209,Kansas,Harvey County,752,343952,457,65,222,185,101,72,107,10,30015,38572,18084,2199,34395.2,0.08726508350002327,77.93977066567429,0.031966669767874586,6.3092524538307675,8.440278876122251,22877.28520258641,38.36000372144951,334.9161510908499,0.012740702191003398,196.47550821044797,3.733707028887752,159.28233590733592
210,Kansas,Ellis County,603,501699,832,23,74,160,131,91,124,42,38,32080,911,169,210713.58,1.803395870356339e-05,10.58099814924126,0.0004010182922239753,0.05188085172298815,0.0017442444858086512,3105.7893848132617,0.4812219506687704,2.7540085456286207,2.632957970720255e-06,26.67325001074919,0.04683893653176032,1.3097753357899382
211,Kansas,Douglas County,998,230364,231,70,376,326,126,44,56,20,1018,20579,169,368,46072.8,0.0022095466305499124,31.043055772603356,0.003993679567988053,0.04401729436891181,0.21370735010678754,9111.918528936812,4.792415481585664,2.336584709416402,0.00032259380806028723,78.25530030733968,0.46646177354100465,1.1112532774218191
212,Iowa,Plymouth County,1219,503438,413,115,185,244,339,206,130,6,229,111852,924340,4197,30206.28,0.0007581204967973548,257.35423229871407,0.06947230840739078,367.2110567736246,0.07332541445024014,75539.94732221247,83.36677008886895,19492.786930399903,0.0001106855925324138,648.754841708413,8.114365621983243,9270.54913746413
213,Iowa,Union County,627,246058,392,70,127,165,134,63,68,19,364273,40362,169793,668,46751.02,0.7791765826713515,60.00209193296745,0.0071442291526473654,43.582279060435475,75.3619590759731,17612.124826367424,8.573074983176838,2313.4926467914497,0.1137597810700173,151.25707203821435,0.8344459650292122,1100.2709534465773
214,Iowa,Sac County,889,353174,397,115,163,192,175,129,115,3,912,41535,461600,2378,10595.22,0.008607655150152617,272.45139789452224,0.11222041637644146,522.8017917513747,0.832532406122761,79971.34556903962,134.66449965172976,27752.06177880214,0.0012567176519222823,686.8127325341051,13.107344632768363,13198.566900923248
215,Maryland,Calvert County,280,25152,90,83,105,64,18,6,4,8,670,1217,112,193,2012.16,0.03329755089058524,42.03517612913486,0.04795841284987277,0.6679389312977099,3.2205391221374042,12338.382633587786,57.550095419847324,35.45642493638677,0.0048614424300254455,105.96493320610686,5.601542620865139,16.862674936386764
216,Kentucky,Monroe County,765,159857,209,64,169,296,165,43,28,30,2193000,49932,86,70,47957.1,4.572836973044659,72.3620485809192,0.0007298189423463888,0.021519232814327806,442.2847920328794,21240.08332447125,0.8757827308156665,1.1423126085605677,0.6676341980645203,182.41483325722365,0.08524285246605821,0.5432709650917174
218,Maryland,Queen Anne's County,483,163001,337,51,143,118,74,54,43,1,4606353,4589,1077,1046,1630.01,282.5966098367495,195.66475052300294,0.320856927258115,7.928785712971086,27332.74410341041,57432.53108876633,385.028312709738,420.88637493021514,41.25910503616542,493.2440905270519,37.47608910374783,200.16880264538253
219,Maryland,Frederick County,1373,188576,137,214,520,403,153,48,35,11,1130,39637,1699,4684,20743.36,0.005447526340959227,132.80256911127222,0.11290359903120806,0.9828687348626259,0.5268847476975765,38980.89798374034,135.48431883744968,52.17394867562439,0.0007953388457800473,334.7771238603582,13.187140366845103,24.81334026888604
223,Indiana,Huntington County,611,197236,323,76,178,165,83,43,66,2,338,11419,27501,671,3944.72,0.008568415502240972,201.1855087306577,0.08505039647934455,83.65916972560791,0.8287371473767466,59053.01263461032,102.06047577521346,4440.907592934353,0.0012509886633271818,507.1611673325357,9.933886308787443,2112.045455697743
226,Maryland,St. Mary's County,615,61803,100,84,268,196,47,11,9,5,14173,2607,997,581,3090.15,0.4586508745530153,58.63356147759817,0.09400838147015517,3.8716567156934127,44.36071258676764,17210.426678316588,112.8100577641862,205.520443991392,0.06696302768474023,147.80719382554244,10.980178955714123,97.74320016827663
227,Maryland,Garrett County,707,90357,128,99,165,303,119,15,6,15,429,16046,506,501,13553.55,0.0031652223956085313,82.28080466003372,0.01848224265967219,0.4480007083015151,0.30614031010325715,24151.487986542274,22.178691191606628,23.78137093233876,0.00046212246975884557,207.4186615314807,2.1587259426497116,11.310151214995333
229,Kentucky,Mercer County,1108,136446,123,88,393,428,159,27,13,40,165,45044,65,2292,54578.4,0.0003023174002902247,57.35891854653123,0.020997317620157423,0.014291368013719713,0.02924013895607053,16836.286882722834,25.196781144188908,0.7586334520616215,4.413834044237281e-05,144.59399322809023,2.4524866980343876,0.36079749497969893
230,Iowa,Van Buren County,690,210319,305,52,125,250,159,39,65,14,450,21916,118233,2148,29444.66,0.0015282906985511124,51.729651488589106,0.03647520467208655,48.18517177647831,0.1478162763638636,15183.955257082269,43.77024560650386,2557.8295351347238,0.00022313044198846247,130.40338044317713,4.260303905699709,1216.4748158070088
231,Iowa,Scott County,684,219935,322,80,162,156,141,85,60,3,590,20394,255837,1283,6598.05,0.008942035904547556,214.81846909314115,0.09722569547063147,465.29565553458974,0.8648737126878395,63054.629776979564,116.67083456475777,24699.444381294474,0.0013055372420639432,541.5279969081773,11.355961230969756,11746.776570350328
234,Iowa,Adams County,509,223454,439,34,74,105,174,69,53,16,9,28719,52189,1224,35752.64,2.5172966248086855e-05,55.827220031863384,0.01711761704869906,17.516692473618733,0.0024347292955149607,16386.69480071961,20.541140458438875,929.8444254745942,3.675253072220681e-06,140.7327906414743,1.9993376712880506,442.22349874023286
237,Iowa,Bremer County,963,262085,272,107,237,258,198,102,61,1,108,24885,144423,2399,2620.85,0.004120800503653395,659.9032756548448,0.4576759448270599,661.2648568212603,0.3985638247133564,193698.22767422782,549.211133792472,35102.1428162619,0.0006016368735333957,1663.525955319839,53.4565503558006,16694.18236450007
238,Kentucky,Woodford County,689,112190,163,60,249,242,87,32,19,43,262,21894,10,694,48241.7,0.0005430986055632369,31.541861086984913,0.0071929471805512665,0.002487474529297268,0.05252849713007627,9258.330448553845,8.631536616661519,0.1320434395968633,7.929239641223259e-05,79.5127203228742,0.840136230688388,0.0627983673875506
242,Kentucky,Shelby County,1548,200875,130,224,629,442,180,38,35,20,698,34935,130,2115,40175.0,0.0017373988799004355,60.43515868077162,0.026322339763534538,0.038830118232731796,0.16804121966397015,17739.240821406347,31.586807716241445,2.061232109520846,0.00025366023646546365,152.3487741132545,3.0744492843808344,0.9802986932171749
243,Indiana,Perry County,445,76868,173,16,115,210,73,20,11,11,46,8231,15602,151,8455.48,0.000544025886170862,67.6548818044629,0.008929120523021757,22.14232663314206,0.05261818371044578,19858.411349799186,10.714944627626108,1175.3885054426244,7.942777938094585e-05,170.54870923945182,1.0429212770889411,559.0014877925322
244,Indiana,Ripley County,879,176069,200,78,246,343,121,50,41,6,3878,9956,38856,951,10564.14,0.036709093215349285,65.49913196909546,0.045010762825937564,44.13724164958057,3.5505034957885835,19225.644491648163,54.01291539112508,2342.9519108985683,0.005359527609440996,165.11435857533127,5.257257098069507,1114.2814464783692
245,Kentucky,Ballard County,295,94340,320,9,90,108,51,13,24,7,965065,4967,24,314,6603.8,14.613782973439534,52.27391804718495,0.023774190617523245,0.04361125412641206,1413.4450891910717,15343.711196583785,28.529028741027894,2.3150307398770402,2.133612314122172,131.77540204124895,2.7768254641267154,1.1010024531330445
246,Kentucky,Bell County,110,15103,137,17,37,35,12,7,2,30,187,956,94,242,4530.9,0.004127215343529983,14.664194751594607,0.02670551104637048,0.2489571608289744,0.39918426802622003,4304.310401906906,32.04661325564458,13.215475954004722,0.0006025734401553777,36.96643051049461,3.119203690216072,6.285130989428149
248,Louisiana,Lafourche Parish,379,156998,414,80,121,82,60,10,26,15,280,15512,70,37,23549.7,0.0011889748064731185,45.77909697363448,0.0007855726399911676,0.03566924419419355,0.11499764328208002,13437.317672836596,0.9426871679894011,1.8934423793084412,0.00017359032174507535,115.40284589612605,0.09175488435096839,0.900499794052578
252,Kansas,Johnson County,564,87121,154,68,273,136,42,22,23,19,640,9855,576,970,16552.99,0.003866370969836869,41.377569852938954,0.029299842505795023,0.41756806474238184,0.37395540020262197,12145.358633092872,35.15981100695403,22.16590477007477,0.0005644901615961829,104.30719767244466,3.422221604676859,10.541853767808714
253,Maine,Oxford County,545,76837,141,94,161,156,97,33,4,6,3260,2649,244,986,4610.22,0.07071246057671868,39.93421138253706,0.1069363284181666,0.6351106888608352,6.8393091869802305,11721.696578471308,128.3235941017999,33.71379240036267,0.010324019244200927,100.66868826216536,12.490163159241856,16.033898599199166
256,Maine,Aroostook County,766,317082,414,53,112,284,177,59,81,4,4699,6938,316,764,12683.28,0.03704877602639065,38.017847118411005,0.030118392087851092,0.29897629004484644,3.5833576172725037,11159.195413173878,36.14207050542131,15.87065806321393,0.005409121299853035,95.83779590137566,3.517828195861008,7.547905589090519
257,Kentucky,Pulaski County,1704,226188,133,172,533,648,276,62,13,30,222,63261,353,2097,67856.4,0.00032716147629405635,64.79329142129556,0.01545174810334766,0.06242594655773074,0.031643057987161126,19018.46251790546,18.54209772401719,3.3137773297728734,4.776557553893222e-05,163.33503103612924,1.8047641784710065,1.5759950424720441
258,Indiana,Jasper County,611,270137,442,71,168,116,106,66,84,1,380,37748,32282,426,2701.37,0.014066936406341967,971.1687032875911,0.07884888038291682,143.40279191669413,1.3605540892213952,285062.4683031203,94.61865645950019,7612.298204244514,0.0020537727153259275,2448.183551309151,9.209549228724685,3620.32298426354
259,Indiana,Howard County,422,145720,345,45,108,115,78,34,42,1,302,1695,61785,161,1457.2,0.02072467746362888,80.84168267911062,0.05524293164973922,508.79769420807025,2.004490804282185,23729.06944825693,66.29151797968707,27008.677600878396,0.0030258029096898163,203.79083173208892,6.452374416689542,12845.02178836124
260,Kentucky,Marshall County,699,84676,121,49,296,267,58,13,16,15,622202,10736,24915,438,12701.4,4.898688333569528,58.74565008581731,0.01724219377391469,23.539137417922433,473.8011356228448,17243.327507203932,20.690632528697623,1249.5358779347157,0.7152084967011512,148.08975388539847,2.0138882327932355,594.2651400633001
262,Maryland,Carroll County,1174,146778,125,260,456,284,112,37,25,9,1057,21921,355,4100,13210.02,0.00800150189023181,115.32984053014303,0.15518523060525266,0.3224824792089641,0.7739052628232206,33852.2121843873,186.22227672630322,17.118444938009176,0.0011682192759738441,290.7307634659145,18.12563493469351,8.141338923029638
264,Iowa,Palo Alto County,785,342027,436,79,148,168,170,113,107,1,220,24079,551431,1755,3420.27,0.006432240729533048,489.28607975393754,0.2565586927347841,1934.6928751238938,0.6221263233604365,143617.784560868,307.87043128174093,102699.94678782669,0.0009391071465118251,1233.423326228631,29.96605531142278,48842.933876565294
265,Kansas,Harper County,477,489183,1026,19,44,127,101,44,142,29,285,55070,56,568,141863.07,0.00020089795039681573,26.979290663877496,0.002001930453077041,0.004736962198830181,0.019430849762380017,7919.10114450505,2.402316543692449,0.25145374338790216,2.93311007579351e-05,68.01110394692572,0.23382547691939837,0.11958855817796694
267,Louisiana,St. Martin Parish,360,83477,232,92,160,46,26,12,24,6,370,2744,122,472,5008.62,0.007387264356249826,38.07595705004572,0.04711876724526916,0.2922960815553985,0.7144962085364831,11176.252141308385,56.54252069432299,15.516050329232403,0.0010785405960124746,95.9842830959426,5.503472014247437,7.379258158933997
268,Iowa,Carroll County,1074,348944,325,153,225,218,261,139,78,4,184,59629,749482,1927,13957.76,0.001318263102388922,296.91121641294876,0.0690297010408547,644.3572607639048,0.12750240726305653,87150.91819890871,82.83564124902563,34204.63125888394,0.00019246641294878261,748.4725915906276,8.062669081571828,16267.336012368745
